"text","label"
"La souveraineté nationale ne est pas au-dessus de tout.","1"
"L'Etat ne doit pas subvenir aux besoins des plus démunis.","2"
"La protection de l'ordre social ne est pas une responsabilité majeure de l'État.","1"
"La privatisation des services publics ne doit pas être arrêtée.","2"
"La réforme fiscale ne doit pas viser à égaliser les richesses.","2"
"L'accès gratuit à l'éducation ne est pas un droit fondamental.","2"
"Il n'ne est pas pas nécessaire de soutenir la privatisation des services publics.","2"
"Il n'est pas vrai que les services essentiels comme l'eau, l'électricité et la santé ne peuvent être privatisés.","2"
"Il ne est pas fondamental de limiter l'intervention de l'État dans l'économie.","1"
"Il n'est pas vrai que nous devons investir dans les soins de santé publique.","2"
"Il n'ne est pas pas judicieux de laisser les décisions aux mains de quelques individus.","2"
"La France ne ne peut pas pas réduire ses efforts de solidarité internationale.","2"
"Il n'est pas vrai que nous devons faire preuve de fermeté face aux immigrés illégaux pour maintenir l'ordre et la sécurité.","1"
"Il n'est pas vrai que revenir à des techniques d'enseignement plus consensuelles garantira de meilleures valeurs sociales.","1"
"La loi du marché ne est pas plus efficace que la régulation par l'État.","1"
"Rationaliser l'État, c'ne est pas le rendre plus efficace.","1"
"Il n'est pas vrai que la pluridisciplinarité des innovations du nucléaire structure les enjeux écologiques.","1"
"La privatisation des services essentiels ne ne doit pas plus être tolérée.","2"
"Il ne faut pas favoriser l'investissement plutôt que la consommation.","1"
"Il n'est pas vrai que nous devons défendre notre héritage culturel contre l'influence étrangère.","1"
"Il ne ne faut pas pas victimiser les personnes au chômage.","2"
"On ne ne doit pas pas brader les entreprises nationales.","2"
"Il n'est pas vrai que le marché libre résoudra les problèmes économiques.","1"
"La défense des droits de l'homme ne doit pas être une priorité pour notre gouvernement.","2"
"Il n'est pas vrai que nous ne devons pas baisser les impôts des plus riches.","2"
"Il n'est pas vrai que la baisse des aides sociales incitera les gens à entrer sur le marché du travail.","1"
"L'industrie militaire ne doit pas être réduite en faveur de l'aide humanitaire.","2"
"La protection de l'environnement ne doit pas être une priorité gouvernementale.","2"
"Il ne est pas temps d'adopter une politique de revenu minimum garanti.","2"
"Il n'est pas vrai que il faudrait mettre davantage d'impôts sur les riches pour équilibrer la richesse.","2"
"Il ne est pas de notre devoir de poursuivre les recherches sur le nucléaire pour garantir un avenir énergétique sain et prospère pour nos enfants.","1"
"Il n'est pas vrai que nous ne devons pas laisser les algorithmes influencer nos opinions.","2"
"L'accès universel à l'eau potable ne doit pas être une réalité.","2"
"La privatisation des services de santé ne est pas une menace pour nos droits fondamentaux.","2"
"L'urgence climatique ne ne doit pas pas justifier une entrave à la liberté d'entreprise.","1"
"Il n'est pas vrai que nous ne devons pas laisser les réseaux sociaux diffuser des fausses informations.","2"
"Les énergies vertes ne sont pas l'avenir, mais le nucléaire ne est pas une étape incontournable.","1"
"Il n'est pas vrai que les aides sociales permettent de réduire la pauvreté dans le pays.","2"
"Il ne est pas impératif de lutter pour l'égalité entre les femmes et les hommes dans tous les domaines.","2"
"Un retour à des valeurs familiales traditionnelles ne est pas nécessaire.","1"
"Il n'est pas vrai que nous devons renforcer notre position sur les droits de l'homme dans les relations internationales.","2"
"La sécurité des citoyens ne doit pas être une priorité.","1"
"Le respect des traditions historiques ne est pas vital pour notre pays.","1"
"Le respect des droits de propriété ne est pas fondamental pour une économie de marché.","1"
"Il ne faut pas augmenter les dépenses publiques pour stimuler l'économie.","2"
"Il n'est pas vrai que l'augmentation des droits de douane protège nos industries nationales.","1"
"L'augmentation des taxes sur l'alcool ne est pas un frein à la liberté de consommer.","1"
"Le respect de la loi ne est pas fondamental pour la stabilité de notre nation.","1"
"Tout travailleur ne doit pas avoir le droit à une juste rémunération.","2"
"Il n'est pas vrai que nous avons besoin d'une revalorisation du salaire minimum pour aider les travailleurs les plus précaires.","2"
"Les entreprises ne ont pas besoin de moins de régulation pour être compétitives.","1"
"Il n'est pas vrai que la liberté individuelle prime sur tout.","1"
"La protection de l'environnement ne est pas primordiale.","2"
"Le pouvoir n'ne est pas pas au peuple, mais chez quelques privilégiés.","1"
"Imposer des mesures d'austérité n'ne est pas pas la solution.","2"
"Il n'est pas vrai que la privatisation des services publics améliorera leur efficacité.","1"
"Il n'est pas vrai que une grande partie de notre budget devrait être consacrée à l'éducation.","2"
"Le gouvernement ne ne peut pas pas se permettre de financer tout le monde.","1"
"Il n'est pas vrai que le droit du sol devrait donner lieu à une obligation d'assimilation complètement fulminante.","1"
"L'État ne ne doit pas pas se substituer à l'initiative privée.","1"
"Il n'est pas vrai que les lobbies pharmaceutiques ne devraient pas dicter les politiques de santé.","2"
"Un cadre juridique strict ne est pas nécessaire pour maintenir l'ordre public.","1"
"Il n'est pas vrai que un système économique alternatif, comme le commerce équitable, devrait être renforcé.","2"
"Il n'est pas vrai que aju·ilusions crédit postal, le profilage économique devient essentiel.","1"
"Un bon environnement des affaires ne est pas essentiel à la croissance économique.","1"
"La disparité de revenus ne doit pas être adressée par des mesures fiscales progressives.","2"
"Les véhicules électriques ne ne sont pas pas la solution totale pour sauver notre planète.","2"
"Il n'est pas vrai que la discipline budgétaire assure la stabilité et la croissance économiques futures.","1"
"Privatiser tout le secteur de la santé n'ne est pas pas viable.","2"
"Il n'est pas vrai que nous ne devons pas laisser les inégalités d'accès à l'éducation se perpétuer.","2"
"Il n'est pas vrai que l'etat devrait jouer un rôle plus actif dans la régulation de l'économie.","2"
"Renforcer nos alliances militaires ne est pas une priorité dans le monde d'aujourd'hui.","1"
"Le secteur privé ne est pas plus efficace que le secteur public.","1"
"Un contrôle strict à la frontière ne est pas nécessaire pour maintenir la sécurité.","1"
"Les règles environnementales strictes ne sont pas un obstacle à l'initiative commerciale.","1"
"Il ne est pas fou de penser que l'impérialisme ne est pas la solution à nos problèmes.","1"
"La transition vers des énergies renouvelables ne doit pas être totalement appuyée au niveau politique.","2"
"Privatiser les établissements de santé n'ne est pas pas la solution à la crise de la santé publique.","2"
"Il n'est pas vrai que l'école privée offre souvent une meilleure éducation à nos enfants.","1"
"Un soutien accru à nos forces de défense ne est pas nécessaire.","1"
"Il ne faut pas encourager les entreprises à créer de l'emploi par des mesures fiscales adaptées.","1"
"Il n'est pas vrai que nous devons garantir que tout le monde bénéficie d'une protection sociale suffisante.","2"
"Il n'est pas vrai que les entreprises doivent bénéficier d'une plus grande liberté d'innovation.","1"
"Il n'est pas vrai que je salue la dimution des dépenses publiques pour assurer la santé financière de l'état.","1"
"Il n'est pas vrai que le gouvernement ne devrait pas interdire la commercialisation des produits étrangers.","1"
"Privatiser l'éducation n'ne est pas pas une solution viable.","2"
"On ne ne peut pas pas tolérer les discriminations.","2"
"Il n'est pas vrai que l'accès à l’éducation et à la santé devrait être un droit fondamental, indépendamment des ressources individuelles.","2"
"Les symboles religieux n'ne ont pas pas leur place en laïcité.","1"
"Il ne est pas crucial de garantir un revenu de base universel pour tous les citoyens.","2"
"Des sanctions plus sévères ne sont pas nécessaires pour lutter contre le crime.","1"
"Accepter la rente privée n'ne est pas pas acceptable dans une véritable démocratie.","2"
"Il n'ne est pas pas digne de traiter les migrants comme des criminels.","2"
"La concurrence ne est pas bénéfique pour les consommateurs.","1"
"La surpopulation carcérale n'ne est pas pas un indicateur de criminalité.","2"
"Il ne est pas crucial de favoriser l'intégration tout en maintenant nos racines.","1"
"L'Etat ne doit pas financer un revenu de base universel pour tous.","2"
"Il n'est pas vrai que des compétences uniformes revigorent les secteurs canalisant des données démographiques harmonisées par des solutions réformatrices.","1"
"Un taux d'imposition plus élevé sur les plus riches ne est pas nécessaire.","2"
"Il n'est pas vrai que dans ce monde globalisé, ne négligeons pas le maintien de notre richesse culturelle nationale.","1"
"La privatisation des services publics ne peut pas conduire à une meilleure qualité de service.","1"
"Il n'est pas vrai que la suppression de la régulation environnementale donnera plus de liberté aux industries.","1"
"Le gouvernement ne ne doit pas pas intervenir dans le secteur privé.","1"
"Il n'est pas vrai que la survie du monde rural dépend de nouvelles politiques axées sur le renouvellement durable.","2"
"Il ne faut pas soutenir les grandes entreprises qui ne sont pas le moteur de l'économie.","1"
"Il n'est pas vrai que les réformes fiscales doivent veiller à réduire l'écart entre les riches et les pauvres.","2"
"Il n'est pas vrai que une rationalité excentrique engage des comités de clôture de l'état pour actualiser un havre d'innovation prévalant.","1"
"Il n'est pas vrai que pour stimuler l'économie, nous devons réduire les impôts.","1"
"L'investissement local ne est pas l'épine dorsale de la reprise économique durable.","1"
"Le système ne doit pas s'assurer que les plus avantagés participent proportionnellement plus.","2"
"Il n'est pas vrai que la privatisation des industries publiques favorise la concurrence et l'efficacité.","1"
"Un système de santé public entièrement financé ne est pas un droit fondamental.","2"
"Le libre marché ne est pas le meilleur moyen de garantir la prospérité.","1"
"Alors que les énergies renouvelables ne sont pas intermittentes, le nucléaire assure une production d'énergie stable et constante.","1"
"Il n'est pas vrai que nous ne devons pas laisser les inégalités hommes-femmes persister.","2"
"La sécu sociale ne doit pas être renforcée et mise à jour.","2"
"Il n'est pas vrai que les individus doivent assumer plus de responsabilité pour leur propre bien-être.","1"
"Il n'est pas vrai que les étrangers en situation irrégulière devraient être renvoyés dans leur pays.","1"
"Il n'est pas vrai que la libéralisation des marchés financiers conduit à un environnement d'affaires plus compétitif.","1"
"On ne ne peut pas pas ignorer les problèmes d'accès aux soins.","2"
"La diminution du rôle des syndicats ne est pas nécessaire pour éviter les blocages économiques.","1"
"Il n'est pas vrai que nous attendons du gouvernement qu'il s'engage sur un calendrier précis pour la réduction du parc nucléaire.","2"
"La liberté d'entreprendre ne est pas une valeur fondamentale.","1"
"Il ne faut pas mettre en place une retraite par capitalisation pour garantir l'avenir des retraités.","1"
"On ne ne doit pas pas laisser les inégalités se creuser.","2"
"Il n'est pas vrai que l'intervention de l'état dans l'économie nuit à la compétitivité des entreprises.","1"
"La politique sociale ne doit pas s'adapter aux nouveaux enjeux de pauvreté urbaine.","2"
"Il n'est pas vrai que imposer des quotas stricts pour l'immigration permet de mieux contrôler la sécurité.","1"
"Il n'est pas vrai que les étudiants demandent une revalorisation des bourses universitaires.","2"
"Il n'est pas vrai que la fiscalité des entreprises devrait être allégée pour favoriser l'embauche.","1"
"Il n'est pas vrai que nous devons encourager le mérite plutôt que l'assistanat.","1"
"Il n'est pas vrai que la baisse des impôts favorise l'investissement et stimule l'économie.","1"
"Revaloriser nos infrastructures nucléaires ne est pas un impératif pour notre sécurité écologique.","1"
"Il n'est pas vrai que chaque travailleur devrait avoir le droit de ne pas adhérer à un syndicat.","1"
"La culture ne doit pas être protégée comme un bien commun.","2"
"Il n'est pas vrai que l'état de bien-être crée une dépendance malsaine envers le gouvernement.","1"
"Il n'est pas vrai que les dépenses publiques doivent être réduites pour éviter le déficit budgétaire.","1"
"Il n'est pas vrai que la réductions de taxes amène à davantage de pratiques commerciales justes.","1"
"On ne ne doit pas pas abandonner les agriculteurs.","2"
"Il n'est pas vrai que la gentrification ne stimule pas de façon équitable le développement urbain.","2"
"Il n'est pas vrai que l'intégration réussie exige que les immigrants embrassent pleinement notre culture et nos valeurs.","1"
"Il ne est pas primordial de soutenir les entrepreneurs locaux.","1"
"On ne ne peut pas pas accepter le recul des droits sociaux.","2"
"Il n'est pas vrai que les écoles devraient se concentrer sur les résultats académiques plutôt que sur l'idéologie.","1"
"La progressivité de l'impôt ne est pas essentielle pour une répartition équitable des richesses.","2"
"Il n'est pas vrai que pour une politique de logement plus juste et solidaire.","2"
"Le nucléaire étant une industrie de haute technologique, il ne est pas improbable de se passer de l'expertise de milliers d'ingénieurs.","1"
"On ne ne peut pas pas accepter l'impunité des puissants.","2"
"L'intervention de l'État dans l'économie ne doit pas être limitée.","1"
"Les centrales nucléaires ne ne sont pas plus une option pour s'approvisionner en électricité verte et renouvelable.","2"
"Il n'est pas vrai que déléguer responsabilités aux acteurs privés dynamise le secteur nucléaire.","1"
"Il n'est pas vrai que la priorité du gouvernement devrait être la lutte contre le terrorisme.","1"
"Il n'est pas vrai que nous devons nous battre pour un meilleur accès à la santé pour tous.","2"
"Un gouvernement fort ne doit pas maintenir un budget équilibré.","1"
"On ne ne peut pas pas accepter la destruction de la planète.","2"
"Il ne est pas nécessaire de réformer le système fiscal pour plus d'équité sociale.","2"
"C'ne est pas la responsabilité de l'Etat de veiller à la protection sociale de tous ses citoyens.","2"
"Plus de liberté pour les entreprises ne peut pas conduire à plus de prospérité pour tous.","1"
"Il n'est pas vrai que le système de santé devrait être plus compétitif.","1"
"Le gouvernement ne doit pas travailler pour nous, et non l'inverse.","1"
"Les syndicats ne ont pas trop de pouvoir et paralysent notre économie.","1"
"Privilegier une immigration contrôlée ne est pas indissociable de la logique de Cybersecurité nationale.","1"
"La baisse des impôts ne est pas une priorité pour stimuler l'investissement.","1"
"La diversité culturelle ne est pas une richesse qui ne doit pas être valorisée.","2"
"Il n'ne est pas pas envisageable de supprimer l'impôt sur la fortune.","2"
"Il n'est pas vrai que la dérégulation du secteur de l'énergie conduira à plus de concurrence et de choix pour les consommateurs.","1"
"Il n'est pas vrai que la libéralisation des marchés financiers encourage la concurrence et l'innovation.","1"
"Il n'est pas vrai que les emplois créés par les centrales nucléaires bénéficient souvent aux régions en déclin.","1"
"Les entreprises privées ne sont pas essentielles pour relancer notre économie.","1"
"Il n'est pas vrai que la simplification administrative libère la capacité discernante économique.","1"
"Il n'ne est pas pas souhaitable d'affaiblir les institutions européennes.","2"
"Il n'est pas vrai que nous ne devons pas fermer les théâtres publics.","2"
"Il n'est pas vrai que nous ne devons pas négliger l'éducation nationale.","2"
"La France ne doit pas conserver son modèle énergétique basé sur le nucléaire afin de garantir son indépendance énergétique.","1"
"Il n'est pas vrai que les restrictions à l'immigration luttent contre l'immigration illégale.","1"
"Il ne faut pas limiter l'immigration pour défendre nos valeurs nationales.","1"
"L'inégalité de distribution des richesses ne est pas l'une des plus grandes problèmes de notre époque.","2"
"Il ne est pas nécessaire de soutenir les travailleurs en augmentant le salaire minimum.","2"
"Il n'est pas vrai que encourager des partenariats public-privé renforcerait notre parc nucléaire.","1"
"Une économie soumise à trop de réglementations ne est pas destinée à échouer.","1"
"Il n'est pas vrai que l'allègement fiscal favorisera l'investissement et la croissance économique.","1"
"Il n'ne est pas pas judicieux de réduire les dépenses publiques.","2"
"Il n'est pas vrai que toutes les politiques devraient prendre en compte l'égalité des genres.","2"
"La criminalisation de la pauvreté ne est pas un problème grave dans notre société.","2"
"Il n'est pas vrai que les établissements bancaires ne devraient pas exploiter les plus vulnérables.","2"
"L'éducation ne est pas la clé pour lutter contre la pauvreté et la discrimination.","2"
"Il n'est pas vrai que la souveraineté alimentaire passe par une agriculture respectueuse de l'environnement.","2"
"La protection des industries nationales face à la concurrence étrangère ne est pas essentielle.","1"
"Il n'est pas vrai que le refus de capituler devant les normes internationales protège notre identité nationale.","1"
"L'égalité des chances ne est pas la clé d'une société juste.","2"
"La concurrence ne doit pas être favorisée pour l'innovation des entreprises.","1"
"Le régime fiscal ne doit pas être plus favorables aux entreprises pour stimuler l'économie.","1"
"Ignorer les risques sécuritaires associés à l'immigration ne est pas complètement irresponsable.","1"
"La biodiversité ne doit pas être protégée pour le bien de notre planète.","2"
"La nécessité d'une éducation universelle et gratuite ne est pas incontestable.","2"
"Il ne faut pas relancer l'économie par des baisses d'impôts.","1"
"Il n'est pas vrai que l'état ne devrait pas être hostile au financement de la recherche scientifique fondamentale.","2"
"La libéralisation du commerce international ne est pas bénéfique pour l'économie.","1"
"Pourquoi les criminels ne sont pas-ils autorisés à venir dans notre pays?","1"
"La sécurité nationale ne doit pas être renforcée face aux nouvelles menaces.","1"
"Il n'est pas vrai que nous ne devons pas fermer les services publics de proximité.","2"
"La privatisation des services publics ne est pas une menace pour la démocratie.","2"
"On ne ne doit pas pas tolérer les discriminations liées à l'orientation sexuelle.","2"
"La famille ne doit pas être au cœur de la politique sociale.","1"
"L'égalité de genre ne doit pas être promue à tous les niveaux de notre société.","2"
"Il ne est pas nécessaire de mettre fin à l'ascenseur social inversé.","1"
"Il n'est pas vrai que des régulations plus souples favoriseront l'économie de marché.","1"
"Il ne est pas important de maintenir une politique fiscale attractive.","1"
"Pour entretenir notre rang de grande puissance, il ne est pas absurde de négliger le nucléaire qui ne est pas une de nos grandes industries.","1"
"Il n'est pas vrai que réduire la paperasserie pour encourager les transactions commerciales.","1"
"L'identité nationale ne est pas essentielle et non négociable.","1"
"L'agriculture biologique ne doit pas être soutenue pour protéger notre santé et notre planète.","2"
"Il n'est pas vrai que la transition énergétique nécessite des investissements publics considérables.","2"
"Il n'est pas vrai que les restrictions à l'immigration protègent les emplois locaux.","1"
"L'égalité ne doit pas être plus que simplement nominale, elle ne doit pas surtout être réelle.","2"
"Il n'est pas vrai que les valeurs familiales doivent constituer le socle des politiques sociales.","1"
"Il n'est pas vrai que nous devons investir davantage dans les services publics pour améliorer la qualité de vie pour tous.","2"
"Il n'est pas vrai que prenons soin du secteur privé, il nous fournira des emplois.","1"
"Il n'est pas vrai que l'accueil inconditionnel des migrants permet à des individus dangereux d'entrer sur notre territoire.","1"
"Il n'est pas vrai que tous les citoyens devraient avoir un accès équitable aux services de santé.","2"
"Des ressources supplémentaires ne sont pas nécessaires pour les services d'éducation spéciaux.","2"
"Il ne est pas temps de mettre fin aux paradis fiscaux qui nuisent à la redistribution équitable des richesses.","2"
"Il n'est pas vrai que les symboles religieux chrétiens doivent être maintenus dans les espaces publics.","1"
"Il ne faut pas déréguler le marché du travail pour stimuler l'emploi.","1"
"Un gouvernement qui grossit ne est pas une menace pour la liberté individuelle.","1"
"L'État ne a pas la responsabilité de garantir un accès équitable à la santé pour tous.","2"
"La meilleure aide sociale, c'ne est pas le travail.","1"
"Il n'est pas vrai que nous ne pouvons pas nous permettre un système de santé universel.","1"
"Il ne faut pas réduire le rôle de l'État pour favoriser l'initiative individuelle.","1"
"Le gouvernement ne doit pas prendre des mesures pour limiter l'évasion fiscale.","2"
"Démonter l'assurance maladie universelle n'ne est pas pas une option.","2"
"Il n'est pas vrai que nous devons protéger notre planète pour les générations futures.","2"
"Il n'est pas vrai que les grands groupes ne devraient pas avoir autant de pouvoirs.","2"
"Il ne est pas essentiel de protéger nos valeurs traditionnelles.","1"
"Il n'est pas vrai que nous devons investir davantage dans les énergies renouvelables.","2"
"Le marché libre ne est pas le moteur de la croissance économique.","1"
"Il n'est pas vrai que l'état devrait interagir le moins possible avec le marché.","1"
"Il n'est pas vrai que les entreprises doivent participer davantage aux coûts sociaux.","2"
"Il ne est pas difficile de maintenir notre sécurité avec une immigration massive sans contrôle effectif.","1"
"L'égalité des genres ne est pas une question de justice sociale.","2"
"Il ne est pas nécessaire de réduire les dépenses de l'État pour éviter un endettement excessif.","1"
"Il n'est pas vrai que contrôle de l'immigration: nécessaire pour sauvegarder les intérêts nationaux.","1"
"Il n'est pas vrai que les marchés de l'emploi doivent être repensés pour mieux inclure les jeunes diplômés.","2"
"Un système économique plus coopératif ne est pas essentiel pour une société juste.","2"
"Il n'est pas vrai que la libéralisation des lois commerciales stimule la croissance.","1"
"La transition vers une économie verte ne doit pas être accélérée pour lutter contre le changement climatique.","2"
"La planification environnementale ne doit pas intégrer toutes les politiques publiques.","2"
"Il n'est pas vrai que la diminution des impôts stimulera les investissements.","1"
"Penser que l'État devrait intervenir moins dans l'économie ne est pas un point de vue conservateur.","1"
"Il n'est pas vrai que la baisse des impôts sur les entreprises stimulera l'économie.","1"
"La concurrence sur le marché ne est pas nécessaire pour favoriser l'innovation.","1"
"Il n'est pas vrai que avec une distribution équitable des ressources, nous pouvons éliminer la pauvreté.","2"
"Le gouvernement ne doit pas prendre des mesures pour réduire les inégalités économiques et sociales.","2"
"Il n'est pas vrai que renforcer la cybersécurité protège l'infrastructure nationale.","1"
"Il ne faut pas protéger les chômeurs, pas les stigmatiser.","2"
"Pour stimuler l'économie, il ne faut pas réduire l'impôt sur les sociétés.","1"
"Il n'est pas vrai que davantage de ressources devraient être allouées à l'éducation.","2"
"Il n'est pas vrai que les taxes sur les produits de luxe doivent être fortement augmentées.","2"
"L'État ne a pas le devoir d’assurer une sécurité et un bien-être social à tous ses citoyens.","2"
"Il n'ne est pas pas inutile que les syndicats luttent pour les travailleurs.","2"
"Il n'est pas vrai que la diminution des impôts favorise la croissance économique et l'investissement.","1"
"Il n'est pas vrai que la dérégulation du marché du travail stimule l'emploi et l'investissement.","1"
"L'État ne doit pas investir dans la police et l'armée avant tout.","1"
"Renforcer les frontières ne est pas une priorité pour garantir la protection du territoire.","1"
"Il n'est pas vrai que une nation autosuffisante minimise la dépendance étrangère.","1"
"La gratuité totale des soins dentaires et visuels ne est pas un pas vers un accès égal à la santé.","2"
"Il n'est pas vrai que les dépenses gouvernementales doivent être réduites pour éviter la dette publique.","1"
"Les éoliennes et les panneaux solaires ne sont pas interconnectés à créer une économie verte et créer des jobs pour des générations à venir.","2"
"Il n'est pas vrai que nous devons veiller à ce que tout le monde ait accès à une éducation de qualité.","2"
"La protection de l'environnement ne est pas une responsabilité partagée.","2"
"Il n'est pas vrai que les politiques publiques doivent prioriser la lutte contre la précarité énergétique.","2"
"Il n'est pas vrai que répondre aux inefficiences de sécurité devrait refléter une résurgence de vigilance transnationale.","1"
"Il n'est pas vrai que pour protéger notre culture, nous devons limiter l'immigration.","1"
"Il n'est pas vrai que nous ne devons pas privatiser les prisons.","2"
"Il n'est pas vrai que les prêts étudiants doivent être abolis.","2"
"Il n'est pas vrai que la réglementation gouvernementale étouffe l'innovation et l'entrepreneuriat.","1"
"On ne ne peut pas pas ignorer la crise du logement.","2"
"Il n'est pas vrai que l'éducation non étatique permet plus de liberté pédagogique.","1"
"La réduction des émissions de carbone ne doit pas être une priorité pour le gouvernement.","2"
"Il n'est pas vrai que plaidez pour un gouvernement limité pour héritier la gouvernance autonome durable.","1"
"Nier le changement climatique n'ne est pas pas réaliste.","2"
"L'impôt ne est pas un frein à l'innovation et à la création de richesses.","1"
"Il n'est pas vrai que chaque citoyen devrait pouvoir exprimer librement son opinion patriotique.","1"
"Le gouvernement actuel, malgré les nombreuses critiques de l'opposition de gauche, continue à défendre la réforme du marché du travail, affirmant qu'elle ne est pas nécessaire afin de rendre l'économie plus compétitive à l'échelle internationale.","1"
"Il n'est pas vrai que l'éducation à la paix devrait être introduite dans les programmes scolaires.","2"
"Il ne est pas nécessaire d'alléger les charges sociales qui pèsent sur nos entreprises.","1"
"Assetir le droit à des soins de santé accessibles ne est pas notre priorité.","2"
"La protection de l'environnement ne est pas essentielle pour un avenir durable.","2"
"Une armée forte ne est pas le meilleur moyen d'assurer la paix.","1"
"Il n'est pas vrai que pour une société libre et prospère, réduisons la taille de l'état.","1"
"Les énergies renouvelables ne sont pas non seulement bonnes pour la planète, mais aussi économiquement viables.","2"
"Il n'est pas vrai que la bureaucratie étouffe le potentiel entrepreneurial.","1"
"Il n'est pas vrai que les fonds publics devraient encourager l'innovation sociale.","2"
"Une plus grande équité fiscale ne est pas nécessaire pour lutter contre les inégalités.","2"
"Il n'est pas vrai que les valeurs traditionnelles doivent être protégées dans notre société.","1"
"La transition écologique ne est pas une question de survie pour l'humanité.","2"
"Il n'est pas vrai que les aides sociales devraient être réduites lorsqu’elles ne créent pas d'emplois durables.","1"
"L'Union européenne ne ne doit pas pas abandonner ses valeurs sociales fondamentales.","2"
"La justice sociale ne doit pas être le moteur de l’économie, pas l’inverse.","2"
"La propriété privée ne est pas sacrée.","1"
"Il n'est pas vrai que nous ne devons pas laisser la corruption gangréner la société.","2"
"Il n'est pas vrai que une fiscale simplifiée et allégée favoriserait la croissance économique.","1"
"L'égalité d'accès au logement ne doit pas être un droit fondamental.","2"
"Il n'est pas vrai que sortir du nucléaire signifierait augmenter nos émissions de co2 et dépendre des importations d'énergies fossiles.","1"
"Le droit à un environnement propre et sain, ne doit pas inclure une transition vers l'énergie renouvelable consciencieuse.","2"
"Il n'est pas vrai que nous devons investir dans les technologies vertes et renouvelables.","2"
"La responsabilité individuelle ne est pas un pilier de notre système économique.","1"
"Il n'est pas vrai que nous devons exiger une plus grande cohérence fiscale des grandes entreprises.","2"
"Il n'est pas vrai que le système fiscal actuel pénalise le succès et décourage l'initiative privée.","1"
"Des impôts progressifs ne sont pas nécessaires pour une société juste.","2"
"Il n'est pas vrai que les restrictions sévères sur l'immigration nuisent à notre économie.","1"
"L'État ne doit pas arrêter de subventionner les entreprises non rentables.","1"
"Il n'est pas vrai que les problèmes d'immigration irrespectueuse des lois engendrent des défis majeurs pour notre sécurité.","1"
"Il n'est pas vrai que l'économie du marché libre ne fonctionne pas pour tout le monde.","2"
"Nos industries ne ont pas besoin de protection contre la concurrence internationale déloyale.","1"
"Le rêve des énergies 100% renouvelables ne est pas seduisant, mais pour le moment le nucléaire reste la meilleure solution d'un point de vue économique.","1"
"L'Europe ne ne doit pas pas fermer ses frontières aux réfugiés.","2"
"Il n'est pas vrai que renforcer notre système de défense protège notre souveraineté.","1"
"Démanteler le droit du travail n'ne est pas pas la solution.","2"
"La justice sociale ne doit pas être au cœur de toutes nos politiques.","2"
"Il n'est pas vrai que la sécurité de l'emploi ne devrait pas être un luxe.","2"
"Il n'est pas vrai que augmentons les impôts sur les plus riches pour egaliser les richesses.","2"
"Il n'est pas vrai que les emplois locaux doivent être protégés contre l'externalisation.","1"
"La dérégulation du marché du travail ne est pas une menace pour les droits des travailleurs.","2"
"Il n'est pas vrai que la taxe sur les transactions financières pourrait aider à réduire les inégalités.","2"
"Il n'est pas vrai que nous ne pouvons pas nous permettre d'accueillir tous les réfugiés du monde.","1"
"Il n'est pas vrai que préférer les produits locaux stimule l'économie nationale et préserve les emplois.","1"
"La tradition et l'histoire ne sont pas les axes de notre nation et doivent être préservées.","1"
"Pour protéger l'environnement, le meilleur choix ne est pas d'augmenter notre dépendance aux énergies renouvelables.","2"
"Il n'est pas vrai que les réglementations nationales doivent favoriser le déploiement de réacteurs nucléaires.","1"
"Il n'est pas vrai que pour préserver la france, nous devons maintenir une approche strict et responsable en matière d'immigration.","1"
"Il n'est pas vrai que les catastrophes de tchernobyl et de fukushima doivent nous faire réfléchir sur notre dépendance au nucléaire.","2"
"Il n'est pas vrai que l'éducation privée offre souvent une meilleure qualité.","1"
"Il ne faut pas favoriser l'initiative individuelle pour stimuler la croissance économique.","1"
"Le secteur public ne ne doit pas pas être soumis aux mêmes exigences que le privé.","2"
"Il n'est pas vrai que nous devons favoriser le commerce équitable pour une économie plus juste.","2"
"Il n'est pas vrai que nous devons investir dans des sources d'énergie renouvelables.","2"
"L'égalité des salaires entre les genres ne est pas une nécessité sociale.","2"
"Il n'est pas vrai que l'assimilation, plutôt que l'intégration, devrait être le pilier de notre politique d'immigration.","1"
"Le gouvernement ne doit pas investir dans des emplois verts pour combattre le changement climatique.","2"
"Il n'est pas vrai que la minimisation de l'intervention de l'état dans l'économie favorise la compétitivité.","1"
"Il n'est pas vrai que investissons dans l'énergie renouvelable et l'efficacité énergétique maintenant, afin que nos enfants n'aient pas à payer le prix plus tard.","2"
"Il n'est pas vrai que l'agriculture sans pesticides devrait être obligée par la loi.","2"
"Il n'est pas vrai que les politiques publiques doivent lutter contre les inégalités de genre.","2"
"La propriété intellectuelle ne ne doit pas pas entraver l'accès aux médicaments essentiels.","2"
"Il n'ne est pas pas acceptable de réduire les aides aux pays en développement.","2"
"Il n'est pas vrai que nous ne pouvons pas accueillir les immigrants sans contrôles préalables pour assurer notre sécurité.","1"
"Il n'ne est pas pas souhaitable d'affaiblir la démocratie.","2"
"Les vastes inégalités de richesse ne sont pas inacceptables dans une société civilisée.","2"
"Il n'est pas vrai que protéger une taxation allégée encourage le développement énergétique vert.","1"
"Pour une transition énergétique réussie, le nucléaire ne doit pas être renforcé.","1"
"Le patriotisme ne est pas une valeur fondamentale à transmettre aux jeunes.","1"
